"","X","did_purchase","ratings","recommendation","Real_Review"
"363",20513,FALSE,5,FALSE,"Fake Don't Recommand"
"364",20717,FALSE,5,FALSE,"Fake Don't Recommand"
"365",20906,FALSE,1,FALSE,"Fake Don't Recommand"
"366",20907,FALSE,1,FALSE,"Fake Don't Recommand"
"367",20911,FALSE,3,FALSE,"Fake Don't Recommand"
"368",20916,FALSE,3,FALSE,"Fake Don't Recommand"
"369",20922,FALSE,3,FALSE,"Fake Don't Recommand"
"370",20975,FALSE,5,FALSE,"Fake Don't Recommand"
"371",20978,FALSE,5,FALSE,"Fake Don't Recommand"
"372",20993,FALSE,2,FALSE,"Fake Don't Recommand"
"373",20999,FALSE,1,FALSE,"Fake Don't Recommand"
"374",21003,FALSE,3,FALSE,"Fake Don't Recommand"
"375",21126,FALSE,3,FALSE,"Fake Don't Recommand"
"376",21130,FALSE,4,FALSE,"Fake Don't Recommand"
"377",21151,FALSE,1,FALSE,"Fake Don't Recommand"
"378",21152,FALSE,1,FALSE,"Fake Don't Recommand"
"379",21159,FALSE,2,FALSE,"Fake Don't Recommand"
"380",21161,FALSE,2,FALSE,"Fake Don't Recommand"
"381",21163,FALSE,3,FALSE,"Fake Don't Recommand"
"382",21308,FALSE,5,FALSE,"Fake Don't Recommand"
"383",21421,FALSE,1,FALSE,"Fake Don't Recommand"
"384",21422,FALSE,1,FALSE,"Fake Don't Recommand"
"385",21423,FALSE,1,FALSE,"Fake Don't Recommand"
"386",21424,FALSE,1,FALSE,"Fake Don't Recommand"
"387",21425,FALSE,1,FALSE,"Fake Don't Recommand"
"388",21426,FALSE,1,FALSE,"Fake Don't Recommand"
"389",21427,FALSE,1,FALSE,"Fake Don't Recommand"
"390",21428,FALSE,1,FALSE,"Fake Don't Recommand"
"391",21429,FALSE,1,FALSE,"Fake Don't Recommand"
"392",21430,FALSE,1,FALSE,"Fake Don't Recommand"
"393",21431,FALSE,1,FALSE,"Fake Don't Recommand"
"394",21432,FALSE,1,FALSE,"Fake Don't Recommand"
"395",21433,FALSE,1,FALSE,"Fake Don't Recommand"
"396",21434,FALSE,1,FALSE,"Fake Don't Recommand"
"397",21435,FALSE,1,FALSE,"Fake Don't Recommand"
"398",21436,FALSE,1,FALSE,"Fake Don't Recommand"
"399",21437,FALSE,1,FALSE,"Fake Don't Recommand"
"400",21438,FALSE,1,FALSE,"Fake Don't Recommand"
"401",21439,FALSE,1,FALSE,"Fake Don't Recommand"
"402",21440,FALSE,1,FALSE,"Fake Don't Recommand"
"403",21441,FALSE,1,FALSE,"Fake Don't Recommand"
"404",21442,FALSE,1,FALSE,"Fake Don't Recommand"
"405",21443,FALSE,1,FALSE,"Fake Don't Recommand"
"406",21444,FALSE,1,FALSE,"Fake Don't Recommand"
"407",21445,FALSE,1,FALSE,"Fake Don't Recommand"
"408",21446,FALSE,1,FALSE,"Fake Don't Recommand"
"409",21447,FALSE,1,FALSE,"Fake Don't Recommand"
"410",21448,FALSE,1,FALSE,"Fake Don't Recommand"
"411",21449,FALSE,1,FALSE,"Fake Don't Recommand"
"412",21450,FALSE,1,FALSE,"Fake Don't Recommand"
"413",21451,FALSE,1,FALSE,"Fake Don't Recommand"
"414",21452,FALSE,1,FALSE,"Fake Don't Recommand"
"415",21453,FALSE,1,FALSE,"Fake Don't Recommand"
"416",21454,FALSE,1,FALSE,"Fake Don't Recommand"
"417",21455,FALSE,1,FALSE,"Fake Don't Recommand"
"418",21456,FALSE,1,FALSE,"Fake Don't Recommand"
"419",21457,FALSE,1,FALSE,"Fake Don't Recommand"
"420",21458,FALSE,1,FALSE,"Fake Don't Recommand"
"421",21459,FALSE,1,FALSE,"Fake Don't Recommand"
"422",21460,FALSE,1,FALSE,"Fake Don't Recommand"
"423",21461,FALSE,1,FALSE,"Fake Don't Recommand"
"424",21462,FALSE,1,FALSE,"Fake Don't Recommand"
"425",21463,FALSE,1,FALSE,"Fake Don't Recommand"
"426",21464,FALSE,1,FALSE,"Fake Don't Recommand"
"427",21465,FALSE,1,FALSE,"Fake Don't Recommand"
"428",21466,FALSE,1,FALSE,"Fake Don't Recommand"
"429",21467,FALSE,1,FALSE,"Fake Don't Recommand"
"430",21468,FALSE,1,FALSE,"Fake Don't Recommand"
"431",21469,FALSE,1,FALSE,"Fake Don't Recommand"
"432",21470,FALSE,1,FALSE,"Fake Don't Recommand"
"433",21471,FALSE,1,FALSE,"Fake Don't Recommand"
"434",21472,FALSE,1,FALSE,"Fake Don't Recommand"
"435",21473,FALSE,1,FALSE,"Fake Don't Recommand"
"436",21474,FALSE,1,FALSE,"Fake Don't Recommand"
"437",21475,FALSE,1,FALSE,"Fake Don't Recommand"
"438",21476,FALSE,1,FALSE,"Fake Don't Recommand"
"439",21477,FALSE,1,FALSE,"Fake Don't Recommand"
"440",21478,FALSE,1,FALSE,"Fake Don't Recommand"
"441",21479,FALSE,1,FALSE,"Fake Don't Recommand"
"442",21480,FALSE,1,FALSE,"Fake Don't Recommand"
"443",21481,FALSE,1,FALSE,"Fake Don't Recommand"
"444",21482,FALSE,1,FALSE,"Fake Don't Recommand"
"445",21483,FALSE,1,FALSE,"Fake Don't Recommand"
"446",21484,FALSE,1,FALSE,"Fake Don't Recommand"
"447",21485,FALSE,1,FALSE,"Fake Don't Recommand"
"448",21486,FALSE,1,FALSE,"Fake Don't Recommand"
"449",21487,FALSE,1,FALSE,"Fake Don't Recommand"
